-5.1004364049604485,差
-3.559868023597746,久
-3.559747683685185,单
-3.4079852700652564,酸
-3.237939928710384,别
-3.045415190680548,透
-3.045294850767988,不行
-2.97490552287659,恶心
-2.82314310925666,坑爹
-2.8230227693441003,唯一
-2.8230227693441,全
-2.347429076290722,真
-2.3310493331018654,咸
-2.238060268622944,脏
-2.045294850767988,太多
-1.9872892473324226,凉
-1.82314310925666,明明
-1.8230227693441003,整个
-1.8230227693441001,糟糕
-1.8230227693441,远
-1.8229024294315403,黑
-1.8229024294315397,硬
-1.6594036971486603,超级
-1.238180608535504,最差
-1.2380602686229443,那么多
-1.238060268622944,厚
-1.238060268622944,行
-1.2380602686229438,很少
-1.2380602686229438,慢，
-1.237939928710384,牛逼
-1.2379399287103836,冷
-1.2272926845108758,一般
-1.1448305243189028,辣
-1.045294850767988,长
-0.8230227693441002,熟
-0.82290242943154,近
-0.3634708107942428,新鲜
-0.2381806085355042,过分
-0.238180608535504,不容易
-0.23818060853550382,恶劣
-0.23806026862294427,差劲
-0.23806026862294416,还行
-0.23806026862294402,郁闷
-0.23806026862294402,都挺好
-0.238060268622944,一塌糊涂
-0.238060268622944,低
-0.238060268622944,差不多
-0.238060268622944,快点
-0.23806026862294394,一般般
-0.23806026862294394,小心

0.7621804112021765,很方便
0.7623007511147357,合适
0.762300751114736,挺不错
0.762300751114736,真不错
0.7623007511147362,正宗
0.7623007511147362,靠谱
0.8065745305606294,晚
0.9319850727319283,小
0.9636939324592666,大
1.083867826264418,脆
1.2214916899269133,便宜
1.2359912596220284,多
1.3471429119233318,非常棒
1.3471429119233322,卫生
1.3471429119233322,很大
1.3471429119233327,准时
1.3471429119233327,薄
1.347263251835892,方便
1.3472632518358925,完美
1.499025665455822,甜
1.56941499334722,热
1.56941499334722,腻
1.6689506668981342,一样
1.7619397313770564,清淡
1.762060071289616,油腻
1.762060071289616,烂
1.7623007511147364,超赞
1.9318647328193683,淡
2.0839881661769786,划算
2.17721791048102,很多
2.2574709870324794,好
2.347022572010772,干
2.347142911923332,早
2.3471429119233322,贴心
2.347263251835892,更好
2.4990256654558216,很好吃
2.56941499334722,不贵
2.56953533325978,速度快
2.6101773177571266,挺好
2.7214180867922697,不错
3.084228846002098,很快
3.2216120298394735,足
3.347022572010772,给力
3.5170679133656444,就好
3.5435401247268357,棒
4.347022572010772,好多
4.569535333259779,干净
4.56953533325978,很好
4.932105412644489,实惠
5.891583768059702,非常好
6.839116348165566,辛苦
